speciesCode,comName,sciName,locId,locName,obsDt,howMany,lat,lng,obsValid,obsReviewed,locationPrivate,subId,exoticCategory
slbfin3,Pizarrita,Xenospingus concolor,L668852,Río Lluta--Desembocadura,2022-01-03 17:34,6.0,-18.4165392,-70.3224081,True,False,False,S100067227,
silgre1,Blanquillo,Podiceps occipitalis,L17365190,Laguna Norte Lag. Vizcacha,2022-01-03 16:43,6.0,-47.1357569,-72.3401216,True,False,True,S100347372,
rebtro,Ave del trópico de pico rojo,Phaethon aethereus,L1108905,RN Pingüino de Humboldt--Isla Chañaral,2022-01-03 15:34,2.0,-29.0360601,-71.5790176,True,True,False,S100069648,
plurai1,Pidén común,Pardirallus sanguinolentus,L7988120,"Leñadura, Nuestra casa",2022-01-03 15:09,1.0,-53.2145727,-70.9476647,True,False,True,S100197273,
gregre1,Huala,Podiceps major,L17316204,"Fundo Teja Norte, Valdivia, Los Ríos, CL (-39,803, -73,258)",2022-01-03 14:58,2.0,-39.8026022,-73.2576949,True,False,True,S100053256,
impcor1,Cormorán imperial,Leucocarbo atriceps,L717821,Punta Arenas--Muelle viejo,2022-01-03 14:38,200.0,-53.1660704,-70.9000111,True,False,False,S100030136,
blnswa2,Cisne de cuello negro,Cygnus melancoryphus,L635297,Humedal de Putú,2022-01-03 14:30,2.0,-35.1553896,-72.2467804,True,False,False,S100064861,
cintea,Pato colorado,Spatula cyanoptera,L635297,Humedal de Putú,2022-01-03 14:30,2.0,-35.1553896,-72.2467804,True,False,False,S100064861,
whfibi,Cuervo de pantano común,Plegadis chihi,L635297,Humedal de Putú,2022-01-03 14:30,1.0,-35.1553896,-72.2467804,True,False,False,S100064861,
snoegr,Garza chica,Egretta thula,L635297,Humedal de Putú,2022-01-03 14:30,4.0,-35.1553896,-72.2467804,True,False,False,S100064861,
lakduc1,Pato rana de pico delgado,Oxyura vittata,L1003469,Estero San Jerónimo--Desembocadura,2022-01-03 14:24,11.0,-33.3553642,-71.6547096,True,False,False,S100159989,
refcoo1,Tagua de frente roja,Fulica rufifrons,L1003469,Estero San Jerónimo--Desembocadura,2022-01-03 14:24,2.0,-33.3553642,-71.6547096,True,False,False,S100159989,
pibgre,Picurio,Podilymbus podiceps,L1003469,Estero San Jerónimo--Desembocadura,2022-01-03 14:24,7.0,-33.3553642,-71.6547096,True,False,False,S100159989,
stbbit1,Huairavillo,Botaurus involucris,L1003469,Estero San Jerónimo--Desembocadura,2022-01-03 14:24,1.0,-33.3553642,-71.6547096,True,False,False,S100159989,
moutur1,Turca,Pteroptochos megapodius,L1003469,Estero San Jerónimo--Desembocadura,2022-01-03 14:24,1.0,-33.3553642,-71.6547096,True,False,False,S100159989,
yewbla2,Trile,Agelasticus thilius,L1003469,Estero San Jerónimo--Desembocadura,2022-01-03 14:24,7.0,-33.3553642,-71.6547096,True,False,False,S100159989,
truter,Gaviotín piquerito,Sterna trudeaui,L993515,Río Huenchullami--Desembocadura,2022-01-03 14:15,1.0,-35.1189257,-72.2085857,True,False,False,S100064865,
wrlrus1,Trabajador,Phleocryptes melanops,L993515,Río Huenchullami--Desembocadura,2022-01-03 14:15,,-35.1189257,-72.2085857,True,False,False,S100064865,
dabcin1,Churrete patagónico,Cinclodes patagonicus,L11804579,"678 Imperial, Puerto Varas, Los Lagos, CL (-41,322, -72,976)",2022-01-03 13:31,1.0,-41.3215344,-72.9757001,True,False,True,S100023041,
magfri,Ave fragata magnífica,Fregata magnificens,L1108905,RN Pingüino de Humboldt--Isla Chañaral,2022-01-03 13:10,1.0,-29.0360601,-71.5790176,True,True,False,S100068356,
perboo1,Piquero de Humboldt,Sula variegata,L17309940,"4026 Irene Morales, Antofagasta, Antofagasta, CL (-23.634, -70.396)",2022-01-03 12:49,1.0,-23.6341148,-70.3962278,True,False,True,S100017801,
dafgrt1,Dormilona tontita,Muscisaxicola maclovianus,L13297147,Río Alerce--Cascada Llanada Grande,2022-01-03 12:44,4.0,-41.871237,-71.920478,True,False,False,S100063840,
wbgtyr1,Dormilona de ceja blanca,Muscisaxicola albilora,L13297147,Río Alerce--Cascada Llanada Grande,2022-01-03 12:44,6.0,-41.871237,-71.920478,True,False,False,S100063840,
cocher1,Garza cuca,Ardea cocoi,L6511037,SN Humedal Angachilla--Puente Angachilla,2022-01-03 12:36,1.0,-39.8665336,-73.2387257,True,False,False,S100101766,
mcrtyr1,Siete colores,Tachuris rubrigastra,L6511037,SN Humedal Angachilla--Puente Angachilla,2022-01-03 12:36,1.0,-39.8665336,-73.2387257,True,False,False,S100101766,
spetyr1,Run-run,Hymenops perspicillatus,L6511037,SN Humedal Angachilla--Puente Angachilla,2022-01-03 12:36,11.0,-39.8665336,-73.2387257,True,False,False,S100101766,
flystd1,Quetru volador,Tachyeres patachonicus,L606243,Humedal Tres Puentes,2022-01-03 12:34,8.0,-53.1162328,-70.8813,True,False,False,S100030263,
whwcoo1,Tagua chica,Fulica leucoptera,L606243,Humedal Tres Puentes,2022-01-03 12:34,3.0,-53.1162328,-70.8813,True,False,False,S100030263,
magoys1,Pilpilén austral,Haematopus leucopodus,L606243,Humedal Tres Puentes,2022-01-03 12:34,2.0,-53.1162328,-70.8813,True,False,False,S100030263,
whtgre3,Pimpollo común,Rollandia rolland,L606243,Humedal Tres Puentes,2022-01-03 12:34,9.0,-53.1162328,-70.8813,True,False,False,S100030263,
andduc1,Pato rana de pico ancho,Oxyura ferruginea,L17358042,"Laguna Cerca laguna Guagua PN Paragonia, Aysén, CL (-47,132, -72,298)",2022-01-03 12:21,3.0,-47.1324733,-72.29778,True,True,True,S100305663,
flistd1,Quetru no volador,Tachyeres pteneres,L17310812,"21 de Mayo, Punta Arenas CL-Magallanes and Antartica Chilena -53.17061, -70.91668",2022-01-03 12:16,1.0,-53.170615,-70.916676,True,False,True,S100023220,
dolgul2,Gaviota austral,Leucophaeus scoresbii,L17310812,"21 de Mayo, Punta Arenas CL-Magallanes and Antartica Chilena -53.17061, -70.91668",2022-01-03 12:16,1.0,-53.170615,-70.916676,True,False,True,S100023220,
magpen1,Pingüino de Magallanes,Spheniscus magellanicus,L17310812,"21 de Mayo, Punta Arenas CL-Magallanes and Antartica Chilena -53.17061, -70.91668",2022-01-03 12:16,3.0,-53.170615,-70.916676,True,False,True,S100023220,
angpet1,Petrel gigante antártico,Macronectes giganteus,L17310812,"21 de Mayo, Punta Arenas CL-Magallanes and Antartica Chilena -53.17061, -70.91668",2022-01-03 12:16,1.0,-53.170615,-70.916676,True,False,True,S100023220,
andcon1,Cóndor,Vultur gryphus,L17475736,"Torres de Paine, Magallanes y la Antártica Chilena, CL (-50.854, -72.701)",2022-01-03 12:12,2.0,-50.8541442,-72.7010485,True,False,True,S100992134,
gyhsif1,Cometocino de Gay,Phrygilus gayi,L17475736,"Torres de Paine, Magallanes y la Antártica Chilena, CL (-50.854, -72.701)",2022-01-03 12:12,1.0,-50.8541442,-72.7010485,True,False,True,S100992134,
burpar,Tricahue,Cyanoliseus patagonus,L6770692,Vicuña,2022-01-03 12:01,25.0,-30.0339534,-70.7128572,True,False,False,S105271476,
corpip1,Bailarín chico común,Anthus correndera,L606243,Humedal Tres Puentes,2022-01-03 11:32,2.0,-53.1162328,-70.8813,True,False,False,S100021275,
mosfin1,Yal común,Rhopospina fruticeti,L17318553,"108 Y-156, Amarga, Magallanes y la Antártica Chilena, CL (-50.985, -72.807)",2022-01-03 11:27,2.0,-50.984909,-72.8066654,True,False,True,S100066874,
calqua,Codorniz,Callipepla californica,L2297155,Humedal el Membrillo,2022-01-03 11:19,2.0,-33.3443051,-71.6503978,True,False,False,S100160127,N
spfgal1,Tagüita común,Porphyriops melanops,L2297155,Humedal el Membrillo,2022-01-03 11:19,1.0,-33.3443051,-71.6503978,True,False,False,S100160127,
whttap1,Tapaculo,Scelorchilus albicollis,L2297155,Humedal el Membrillo,2022-01-03 11:19,2.0,-33.3443051,-71.6503978,True,False,False,S100160127,
sander,Playero blanco,Calidris alba,L1109130,La Trinchera,2022-01-03 11:00,1.0,-35.0807247,-72.1711636,True,False,True,S100058641,
whtkit,Bailarín,Elanus leucurus,L17308584,"Ruta 215, Osorno, Los Lagos, CL (-40.603, -72.996)",2022-01-03 10:50,1.0,-40.6029783,-72.9956042,True,False,True,S100008407,
oashum1,Picaflor del norte,Rhodopis vesper,L14863296,"132 Vicente Dagnino, Arica, Arica y Parinacota, CL (-18.469, -70.307)",2022-01-03 10:29,1.0,-18.46871,-70.307379,True,False,True,S100007235,
gresht1,Mero grande,Agriornis lividus,L602414,Acantilados de la Quirilluca,2022-01-03 10:05,1.0,-32.6874981,-71.4494133,True,False,False,S100394463,
speduc2,Pato anteojillo,Speculanas specularis,L2722733,Río Maule--El Pueblecillo,2022-01-03 09:50,2.0,-35.5521176,-71.6914773,True,False,False,S100036042,
dutcan1,Canastero chileno,Pseudasthenes humicola,L2722733,Río Maule--El Pueblecillo,2022-01-03 09:50,1.0,-35.5521176,-71.6914773,True,False,False,S100036042,
ticdor1,Pájaro amarillo,Pseudocolopteryx citreola,L2722733,Río Maule--El Pueblecillo,2022-01-03 09:50,1.0,-35.5521176,-71.6914773,True,False,False,S100036042,
btsfin1,Platero,Rhopospina alaudina,L2722733,Río Maule--El Pueblecillo,2022-01-03 09:50,1.0,-35.5521176,-71.6914773,True,False,False,S100036042,
rinkin1,Martín pescador,Megaceryle torquata,L6517732,"Huitag, Lago Calafquén",2022-01-03 09:40,1.0,-39.5169318,-72.2751638,True,False,True,S100161184,
semplo,Chorlo semipalmado,Charadrius semipalmatus,L571538,Hoteles Arica y Apacheta,2022-01-03 09:32,9.0,-18.4907641,-70.3291285,True,False,False,S100018420,
willet1,Playero grande,Tringa semipalmata,L571538,Hoteles Arica y Apacheta,2022-01-03 09:32,178.0,-18.4907641,-70.3291285,True,False,False,S100018420,
surfbi,Playero de las rompientes,Calidris virgata,L571538,Hoteles Arica y Apacheta,2022-01-03 09:32,109.0,-18.4907641,-70.3291285,True,True,False,S100018420,
maspet,Golondrina de mar negra,Hydrobates markhami,L571538,Hoteles Arica y Apacheta,2022-01-03 09:32,1.0,-18.4907641,-70.3291285,True,False,False,S100018420,
relcor1,Lile,Poikilocarbo gaimardi,L571538,Hoteles Arica y Apacheta,2022-01-03 09:32,1.0,-18.4907641,-70.3291285,True,False,False,S100018420,
giahum1,Picaflor gigante,Patagona gigas,L7311484,Quilpué--El Sol,2022-01-03 09:22,2.0,-33.0395207,-71.4287864,True,False,False,S100004855,
crgdov1,Tortolita quiguagua,Columbina cruziana,L16946492,Jumbo Arica,2022-01-03 09:11,1.0,-18.4680543,-70.3079752,True,False,True,S100005017,
leasee1,Perdicita chica,Thinocorus rumicivorus,L17318537,PN Torres de Paine--Sendero Aonikenk,2022-01-03 08:32,1.0,-51.0161789,-72.7995847,True,False,True,S100066758,
seacin1,Churrete costero,Cinclodes nigrofumosus,L602414,Acantilados de la Quirilluca,2022-01-03 08:32,2.0,-32.6874981,-71.4494133,True,False,False,S100393986,
auscan1,Canastero del sur,Asthenes anthoides,L17318537,PN Torres de Paine--Sendero Aonikenk,2022-01-03 08:32,3.0,-51.0161789,-72.7995847,True,False,True,S100066758,
grtgra,Zanate mexicano,Quiscalus mexicanus,L570138,Arica,2022-01-03 08:26,1.0,-18.4770041,-70.3207397,True,True,True,S100017413,P
lesrhe2,Suri/Ñandú,Rhea pennata,L8445387,Empastadas Km 341,2022-01-03 08:15,8.0,-51.003762,-72.4993355,True,False,False,S100030012,
sctear1,Bandurrilla común,Upucerthia dumetaria,L8445387,Empastadas Km 341,2022-01-03 08:15,2.0,-51.003762,-72.4993355,True,False,False,S100030012,
shbcan2,Canastero de cola larga,Asthenes pyrrholeuca,L8445387,Empastadas Km 341,2022-01-03 08:15,1.0,-51.003762,-72.4993355,True,False,False,S100030012,
kelgoo1,Caranca,Chloephaga hybrida,L3438732,MN Los Pingüinos--Isla Magdalena,2022-01-03 08:00,1.0,-52.9202367,-70.5759573,True,False,False,S100035275,
chisku1,Salteador chileno,Stercorarius chilensis,L3438732,MN Los Pingüinos--Isla Magdalena,2022-01-03 08:00,25.0,-52.9202367,-70.5759573,True,False,False,S100035275,
magcor1,Cormorán de las rocas,Leucocarbo magellanicus,L3438732,MN Los Pingüinos--Isla Magdalena,2022-01-03 08:00,10.0,-52.9202367,-70.5759573,True,False,False,S100035275,
colplo1,Chorlo de collar,Anarhynchus collaris,L504548,Estero Mantagua,2022-01-03 07:30,1.0,-32.8844165,-71.5067482,True,False,False,S227680842,
andgul1,Gaviota andina,Chroicocephalus serranus,L3727328,PP,2022-01-03 07:30,1.0,-31.742624,-70.4967331,True,False,True,S100008021,
auspar1,Cachaña,Enicognathus ferrugineus,L7988120,"Leñadura, Nuestra casa",2022-01-03 07:27,8.0,-53.2145727,-70.9476647,True,False,True,S100025017,
bkbalb,Albatros de ceja negra,Thalassarche melanophris,L1033519,Ruta CH-9--Norte de Puerto del Hambre,2022-01-03 06:57,1.0,-53.5704919,-70.9380341,True,False,False,S206783618,
cinhar1,Vari ceniciento,Circus cinereus,L1033519,Ruta CH-9--Norte de Puerto del Hambre,2022-01-03 06:57,1.0,-53.5704919,-70.9380341,True,False,False,S206783618,
bawnig1,Gallina ciega común,Systellura longirostris,L602414,Acantilados de la Quirilluca,2022-01-03 05:48,1.0,-32.6874981,-71.4494133,True,False,False,S100393675,
dustap1,Churrín del norte,Scytalopus fuscus,L602414,Acantilados de la Quirilluca,2022-01-03 05:48,1.0,-32.6874981,-71.4494133,True,False,False,S100393675,
brnowl,Lechuza,Tyto furcata,L17315128,Condominio Las Pircas,2022-01-04 22:29,1.0,-28.5789705,-70.7795563,True,False,True,S100142640,
soulap1,Queltehue común,Vanellus chilensis,L17330224,"499 Avenida España, Punta Arenas, Magallanes y la Antártica Chilena, CL (-53.155, -70.908)",2022-01-04 22:00,2.0,-53.1547785,-70.9076949,True,False,True,S100142599,
austhr1,Zorzal patagónico,Turdus falcklandii,L17330224,"499 Avenida España, Punta Arenas, Magallanes y la Antártica Chilena, CL (-53.155, -70.908)",2022-01-04 22:00,3.0,-53.1547785,-70.9076949,True,False,True,S100142599,
aupowl1,Chuncho austral,Glaucidium nana,L800058,SN Quebrada de Córdova,2022-01-04 21:58,1.0,-33.4407169,-71.6549242,True,False,False,S100161501,
rulowl1,Concón,Strix rufipes,L800058,SN Quebrada de Córdova,2022-01-04 21:58,1.0,-33.4407169,-71.6549242,True,False,False,S100161501,
rucspa1,Chincol,Zonotrichia capensis,L800058,SN Quebrada de Córdova,2022-01-04 21:58,1.0,-33.4407169,-71.6549242,True,False,False,S100161501,
yebpin1,Pato jergón grande,Anas georgica,L9860617,Llanquihue--Humedal Baquedano,2022-01-04 21:47,2.0,-41.2502783,-73.0088922,True,False,False,S100131688,
neocor,Yeco,Nannopterum brasilianum,L9860617,Llanquihue--Humedal Baquedano,2022-01-04 21:47,2.0,-41.2502783,-73.0088922,True,False,False,S100131688,
bkfibi1,Bandurria común,Theristicus melanopis,L9860617,Llanquihue--Humedal Baquedano,2022-01-04 21:47,9.0,-41.2502783,-73.0088922,True,False,False,S100131688,
bcnher,Huairavo común,Nycticorax nycticorax,L9860617,Llanquihue--Humedal Baquedano,2022-01-04 21:47,4.0,-41.2502783,-73.0088922,True,False,False,S100131688,
chicar1,Tiuque,Daptrius chimango,L9860617,Llanquihue--Humedal Baquedano,2022-01-04 21:47,2.0,-41.2502783,-73.0088922,True,False,False,S100131688,
spetyr1,Run-run,Hymenops perspicillatus,L9860617,Llanquihue--Humedal Baquedano,2022-01-04 21:47,1.0,-41.2502783,-73.0088922,True,False,False,S100131688,
chiswa1,Golondrina chilena,Tachycineta leucopyga,L9860617,Llanquihue--Humedal Baquedano,2022-01-04 21:47,2.0,-41.2502783,-73.0088922,True,False,False,S100131688,
kelgul,Gaviota dominicana,Larus dominicanus,L11221858,PN Torres del Paine--Salto Chico,2022-01-04 21:09,1.0,-51.1170904,-72.9923031,True,False,False,S100992286,
gregre1,Huala,Podiceps major,L11221858,PN Torres del Paine--Salto Chico,2022-01-04 21:09,2.0,-51.1170904,-72.9923031,True,False,False,S100992286,
bcbeag1,Águila,Geranoaetus melanoleucus,L11221858,PN Torres del Paine--Salto Chico,2022-01-04 21:09,1.0,-51.1170904,-72.9923031,True,False,False,S100992286,
brhgul2,Gaviota cáhuil,Chroicocephalus maculipennis,L5766792,Valdivia--Costanera Río Calle-Calle,2022-01-04 20:53,9.0,-39.8091954,-73.2438755,True,False,False,S100131054,
greegr,Garza grande,Ardea alba,L5766792,Valdivia--Costanera Río Calle-Calle,2022-01-04 20:53,1.0,-39.8091954,-73.2438755,True,False,False,S100131054,
blkvul,Jote de cabeza negra,Coragyps atratus,L5766792,Valdivia--Costanera Río Calle-Calle,2022-01-04 20:53,2.0,-39.8091954,-73.2438755,True,False,False,S100131054,
turvul,Jote de cabeza colorada,Cathartes aura,L5766792,Valdivia--Costanera Río Calle-Calle,2022-01-04 20:53,1.0,-39.8091954,-73.2438755,True,False,False,S100131054,
chimoc1,Tenca chilena,Mimus thenca,L5766792,Valdivia--Costanera Río Calle-Calle,2022-01-04 20:53,2.0,-39.8091954,-73.2438755,True,False,False,S100131054,
whtkit,Bailarín,Elanus leucurus,L17303500,"V-155, Llanquihue, Los Lagos, CL (-41,24, -73,011)",2022-01-04 20:47,1.0,-41.239632,-73.0105781,True,False,True,S100129442,
chifli1,Pitío austral,Colaptes pitius,L17303500,"V-155, Llanquihue, Los Lagos, CL (-41,24, -73,011)",2022-01-04 20:47,1.0,-41.239632,-73.0105781,True,False,True,S100129442,
whcela1,Fío-fío,Elaenia albiceps,L17303500,"V-155, Llanquihue, Los Lagos, CL (-41,24, -73,011)",2022-01-04 20:47,4.0,-41.239632,-73.0105781,True,False,True,S100129442,
houwre4,Chercán común,Troglodytes musculus,L17303500,"V-155, Llanquihue, Los Lagos, CL (-41,24, -73,011)",2022-01-04 20:47,3.0,-41.239632,-73.0105781,True,False,True,S100129442,
lotmea1,Loica común,Leistes loyca,L17303500,"V-155, Llanquihue, Los Lagos, CL (-41,24, -73,011)",2022-01-04 20:47,1.0,-41.239632,-73.0105781,True,False,True,S100129442,
shicow,Mirlo común,Molothrus bonariensis,L17303500,"V-155, Llanquihue, Los Lagos, CL (-41,24, -73,011)",2022-01-04 20:47,1.0,-41.239632,-73.0105781,True,False,True,S100129442,
ausbla1,Tordo,Curaeus curaeus,L17303500,"V-155, Llanquihue, Los Lagos, CL (-41,24, -73,011)",2022-01-04 20:47,2.0,-41.239632,-73.0105781,True,False,True,S100129442,
rebhaw2,Aguilucho común,Geranoaetus polyosoma,L17358200,"Laguna Elefantita PN Patagonia, Aysén, CL (-47,184, -72,492)",2022-01-04 20:40,1.0,-47.18391,-72.49226,True,False,True,S100306480,
chitin1,Perdiz chilena,Nothoprocta perdicaria,L16302378,"Pacífico, Puerto Montt, Los Lagos, CL (-41.438, -72.933)",2022-01-04 20:37,2.0,-41.4380712,-72.9326874,True,False,True,S100130798,
tuttyr1,Cachudito común,Anairetes parulus,L16302378,"Pacífico, Puerto Montt, Los Lagos, CL (-41.438, -72.933)",2022-01-04 20:37,1.0,-41.4380712,-72.9326874,True,False,True,S100130798,
gryfin1,Chirihue común,Sicalis luteola,L16302378,"Pacífico, Puerto Montt, Los Lagos, CL (-41.438, -72.933)",2022-01-04 20:37,2.0,-41.4380712,-72.9326874,True,False,True,S100130798,
blnswa2,Cisne de cuello negro,Cygnus melancoryphus,L12721805,Chaitén--Mirador Damian,2022-01-04 20:35,260.0,-42.9010922,-72.7245344,True,False,False,S100131011,
chutap1,Chucao,Scelorchilus rubecula,L12721805,Chaitén--Mirador Damian,2022-01-04 20:35,2.0,-42.9010922,-72.7245344,True,False,False,S100131011,
thtray1,Rayadito,Aphrastura spinicauda,L12721805,Chaitén--Mirador Damian,2022-01-04 20:35,2.0,-42.9010922,-72.7245344,True,False,False,S100131011,
chipig2,Torcaza,Patagioenas araucana,L800058,SN Quebrada de Córdova,2022-01-04 20:27,1.0,-33.4407169,-71.6549242,True,False,False,S100161206,
grbfir1,Picaflor chico,Sephanoides sephaniodes,L800058,SN Quebrada de Córdova,2022-01-04 20:27,2.0,-33.4407169,-71.6549242,True,False,False,S100161206,
giahum1,Picaflor gigante,Patagona gigas,L800058,SN Quebrada de Córdova,2022-01-04 20:27,1.0,-33.4407169,-71.6549242,True,False,False,S100161206,
dustap1,Churrín del norte,Scytalopus fuscus,L800058,SN Quebrada de Córdova,2022-01-04 20:27,2.0,-33.4407169,-71.6549242,True,False,False,S100161206,
demwir1,Colilarga,Sylviorthorhynchus desmursii,L800058,SN Quebrada de Córdova,2022-01-04 20:27,2.0,-33.4407169,-71.6549242,True,False,False,S100161206,
pmtspi1,Tijeral común,Leptasthenura aegithaloides,L800058,SN Quebrada de Córdova,2022-01-04 20:27,1.0,-33.4407169,-71.6549242,True,False,False,S100161206,
dutcan1,Canastero chileno,Pseudasthenes humicola,L800058,SN Quebrada de Córdova,2022-01-04 20:27,3.0,-33.4407169,-71.6549242,True,False,False,S100161206,
blcsis2,Jilguero austral,Spinus barbatus,L800058,SN Quebrada de Córdova,2022-01-04 20:27,1.0,-33.4407169,-71.6549242,True,False,False,S100161206,
gyhsif1,Cometocino de Gay,Phrygilus gayi,L800058,SN Quebrada de Córdova,2022-01-04 20:27,1.0,-33.4407169,-71.6549242,True,True,False,S100161206,
oashum1,Picaflor del norte,Rhodopis vesper,L17315128,Condominio Las Pircas,2022-01-04 20:13,4.0,-28.5789705,-70.7795563,True,False,True,S100126677,
houspa,Gorrión,Passer domesticus,L17315128,Condominio Las Pircas,2022-01-04 20:13,12.0,-28.5789705,-70.7795563,True,False,True,S100126677,N
eardov1,Tórtola,Zenaida auriculata,L17329420,"4464 Los Químicos, Puente Alto, Región Metropolitana, CL (-33.559, -70.554)",2022-01-04 20:11,5.0,-33.5589637,-70.5544842,True,False,True,S100127886,
rocpig,Paloma doméstica,Columba livia,L16184625,Casa,2022-01-04 20:09,5.0,-33.4587677,-70.5675707,True,False,True,S100126660,N
monpar,Cotorra,Myiopsitta monachus,L16184625,Casa,2022-01-04 20:09,2.0,-33.4587677,-70.5675707,True,False,True,S100126660,N
yebtea1,Pato jergón chico,Anas flavirostris,L12947922,Laguna Tranque Forestal,2022-01-04 20:02,13.0,-33.0363027,-71.5462357,True,False,False,S100260211,
wepdov1,Paloma de alas blancas,Zenaida meloda,L17329434,"662 Termas de Socos, Copiapó, Atacama, CL (-27.35, -70.35)",2022-01-04 19:54,4.0,-27.3503342,-70.3497192,True,False,True,S100128015,
pigdov1,Tortolita cuyana,Columbina picui,L16393752,"Sgto Aldea 99, Vicuña CL-Coquimbo -30.03529, -70.71799",2022-01-04 19:47,2.0,-30.035292,-70.717985,True,False,True,S100128535,
burpar,Tricahue,Cyanoliseus patagonus,L16393752,"Sgto Aldea 99, Vicuña CL-Coquimbo -30.03529, -70.71799",2022-01-04 19:47,10.0,-30.035292,-70.717985,True,False,True,S100128535,
codfin1,Diuca común,Diuca diuca,L16393752,"Sgto Aldea 99, Vicuña CL-Coquimbo -30.03529, -70.71799",2022-01-04 19:47,5.0,-30.035292,-70.717985,True,False,True,S100128535,
bawnig1,Gallina ciega común,Systellura longirostris,L15947623,Cerro Punta Alta,2022-01-04 19:36,2.0,-34.431459,-71.0393102,True,False,False,S101245857,
hrshaw,Peuco,Parabuteo unicinctus,L15947623,Cerro Punta Alta,2022-01-04 19:36,1.0,-34.431459,-71.0393102,True,False,False,S101245857,
bawswa1,Golondrina de dorso negro,Pygochelidon cyanoleuca,L17328816,"75 Los Pinos, Pelluhue, Maule, CL (-35,797, -72,565)",2022-01-04 19:36,1.0,-35.7974879,-72.5652606,True,False,True,S100124492,
mosfin1,Yal común,Rhopospina fruticeti,L15947623,Cerro Punta Alta,2022-01-04 19:36,3.0,-34.431459,-71.0393102,True,False,False,S101245857,
rinkin1,Martín pescador,Megaceryle torquata,L17329284,Malalcahuello- Cañadón Vergara,2022-01-04 19:30,1.0,-38.4756295,-71.5939933,True,False,True,S100127215,
soater1,Gaviotín sudamericano,Sterna hirundinacea,L17013870,"CL (-52.379, -69.131)",2022-01-04 18:55,1.0,-52.3794256,-69.1307054,True,False,True,S100160069,
perfal,Halcón peregrino,Falco peregrinus,L17328260,"Arica, Arica y Parinacota, CL (-18.691, -70.213)",2022-01-04 18:53,2.0,-18.6913974,-70.2125246,True,False,True,S100121050,
cosswa1,Cisne coscoroba,Coscoroba coscoroba,L606243,Humedal Tres Puentes,2022-01-04 18:51,23.0,-53.1162328,-70.8813,True,False,False,S100125854,
uplgoo1,Caiquén,Chloephaga picta,L606243,Humedal Tres Puentes,2022-01-04 18:51,300.0,-53.1162328,-70.8813,True,False,False,S100125854,
ashgoo1,Canquén común,Chloephaga poliocephala,L606243,Humedal Tres Puentes,2022-01-04 18:51,150.0,-53.1162328,-70.8813,True,False,False,S100125854,
flystd1,Quetru volador,Tachyeres patachonicus,L606243,Humedal Tres Puentes,2022-01-04 18:51,2.0,-53.1162328,-70.8813,True,False,False,S100125854,
creduc1,Pato juarjual,Lophonetta specularioides,L606243,Humedal Tres Puentes,2022-01-04 18:51,7.0,-53.1162328,-70.8813,True,False,False,S100125854,
redsho1,Pato cuchara,Spatula platalea,L606243,Humedal Tres Puentes,2022-01-04 18:51,50.0,-53.1162328,-70.8813,True,False,False,S100125854,
chiwig1,Pato real,Mareca sibilatrix,L606243,Humedal Tres Puentes,2022-01-04 18:51,200.0,-53.1162328,-70.8813,True,False,False,S100125854,
regcoo1,Tagua común,Fulica armillata,L606243,Humedal Tres Puentes,2022-01-04 18:51,80.0,-53.1162328,-70.8813,True,False,False,S100125854,
hudgod,Zarapito de pico recto,Limosa haemastica,L606243,Humedal Tres Puentes,2022-01-04 18:51,4.0,-53.1162328,-70.8813,True,True,False,S100125854,
soasni3,Becacina común,Gallinago magellanica,L606243,Humedal Tres Puentes,2022-01-04 18:51,1.0,-53.1162328,-70.8813,True,False,False,S100125854,
lesyel,Pitotoy chico,Tringa flavipes,L606243,Humedal Tres Puentes,2022-01-04 18:51,5.0,-53.1162328,-70.8813,True,False,False,S100125854,
baisan,Playero de Baird,Calidris bairdii,L606243,Humedal Tres Puentes,2022-01-04 18:51,32.0,-53.1162328,-70.8813,True,False,False,S100125854,
pecsan,Playero pectoral,Calidris melanotos,L606243,Humedal Tres Puentes,2022-01-04 18:51,1.0,-53.1162328,-70.8813,True,True,False,S100125854,
chisku1,Salteador chileno,Stercorarius chilensis,L606243,Humedal Tres Puentes,2022-01-04 18:51,1.0,-53.1162328,-70.8813,True,False,False,S100125854,
dolgul2,Gaviota austral,Leucophaeus scoresbii,L606243,Humedal Tres Puentes,2022-01-04 18:51,1.0,-53.1162328,-70.8813,True,False,False,S100125854,
fragul,Gaviota de Franklin,Leucophaeus pipixcan,L606243,Humedal Tres Puentes,2022-01-04 18:51,4.0,-53.1162328,-70.8813,True,False,False,S100125854,
chifla1,Flamenco chileno,Phoenicopterus chilensis,L606243,Humedal Tres Puentes,2022-01-04 18:51,29.0,-53.1162328,-70.8813,True,False,False,S100125854,
whtgre3,Pimpollo común,Rollandia rolland,L606243,Humedal Tres Puentes,2022-01-04 18:51,1.0,-53.1162328,-70.8813,True,False,False,S100125854,
y00678,Traro,Caracara plancus,L606243,Humedal Tres Puentes,2022-01-04 18:51,1.0,-53.1162328,-70.8813,True,False,False,S100125854,
buwcin1,Churrete acanelado,Cinclodes fuscus,L606243,Humedal Tres Puentes,2022-01-04 18:51,1.0,-53.1162328,-70.8813,True,False,False,S100125854,
ausneg1,Colegial austral,Lessonia rufa,L606243,Humedal Tres Puentes,2022-01-04 18:51,2.0,-53.1162328,-70.8813,True,False,False,S100125854,
