speciesCode,comName,sciName,locId,locName,obsDt,howMany,lat,lng,obsValid,obsReviewed,locationPrivate,subId,exoticCategory
rocpig,Paloma doméstica,Columba livia,L17339213,"3574 Michimalongo, Renca, Región Metropolitana, CL (-33.411, -70.694)",2022-01-05 20:28,11.0,-33.4112536,-70.6938821,True,False,True,S100196275,N
pigdov1,Tortolita cuyana,Columbina picui,L17339213,"3574 Michimalongo, Renca, Región Metropolitana, CL (-33.411, -70.694)",2022-01-05 20:28,7.0,-33.4112536,-70.6938821,True,False,True,S100196275,
perpel1,Pelícano de Humboldt,Pelecanus thagus,L8196773,Playa Las Torpederas,2022-01-05 20:13,6.0,-33.0222354,-71.6441997,True,False,False,S100394934,
creduc1,Pato juarjual,Lophonetta specularioides,L5751020,Río de las Minas--Desembocadura,2022-01-05 20:08,11.0,-53.1630859,-70.8897972,True,False,False,S100195507,
magoys1,Pilpilén austral,Haematopus leucopodus,L5751020,Río de las Minas--Desembocadura,2022-01-05 20:08,2.0,-53.1630859,-70.8897972,True,False,False,S100195507,
chisku1,Salteador chileno,Stercorarius chilensis,L5751020,Río de las Minas--Desembocadura,2022-01-05 20:08,1.0,-53.1630859,-70.8897972,True,False,False,S100195507,
dolgul2,Gaviota austral,Leucophaeus scoresbii,L5751020,Río de las Minas--Desembocadura,2022-01-05 20:08,12.0,-53.1630859,-70.8897972,True,False,False,S100195507,
bkbalb,Albatros de ceja negra,Thalassarche melanophris,L5751020,Río de las Minas--Desembocadura,2022-01-05 20:08,1.0,-53.1630859,-70.8897972,True,False,False,S100195507,
angpet1,Petrel gigante antártico,Macronectes giganteus,L5751020,Río de las Minas--Desembocadura,2022-01-05 20:08,2.0,-53.1630859,-70.8897972,True,False,False,S100195507,
magcor1,Cormorán de las rocas,Leucocarbo magellanicus,L5751020,Río de las Minas--Desembocadura,2022-01-05 20:08,1.0,-53.1630859,-70.8897972,True,False,False,S100195507,
impcor1,Cormorán imperial,Leucocarbo atriceps,L8646329,Muelle Enrique Avello,2022-01-05 20:00,40.0,-53.1438199,-70.8795391,True,False,False,S100205042,
bawswa1,Golondrina de dorso negro,Pygochelidon cyanoleuca,L8216907,"Mirador Casa Exploradores, La Florida, RM, CL (-33,515, -70,59)",2022-01-05 19:48,2.0,-33.5151666,-70.5898474,True,False,True,S100193818,
shicow,Mirlo común,Molothrus bonariensis,L8216907,"Mirador Casa Exploradores, La Florida, RM, CL (-33,515, -70,59)",2022-01-05 19:48,1.0,-33.5151666,-70.5898474,True,False,True,S100193818,
ameoys,Pilpilén común,Haematopus palliatus,L7964297,Chamiza--Playa,2022-01-05 19:46,35.0,-41.507,-72.857,True,False,False,S100230686,
twbplo1,Chorlo de doble collar,Anarhynchus falklandicus,L7964297,Chamiza--Playa,2022-01-05 19:46,20.0,-41.507,-72.857,True,False,False,S100230686,
eleter1,Gaviotín elegante,Thalasseus elegans,L7964297,Chamiza--Playa,2022-01-05 19:46,12.0,-41.507,-72.857,True,False,False,S100230686,
corpip1,Bailarín chico común,Anthus correndera,L7964297,Chamiza--Playa,2022-01-05 19:46,2.0,-41.507,-72.857,True,False,False,S100230686,
flistd1,Quetru no volador,Tachyeres pteneres,L14567203,Aituy--Humedal,2022-01-05 19:41,16.0,-42.8202303,-73.4825961,True,False,False,S101417507,
whimbr,Zarapito común,Numenius phaeopus,L14567203,Aituy--Humedal,2022-01-05 19:41,14.0,-42.8202303,-73.4825961,True,False,False,S101417507,
greegr,Garza grande,Ardea alba,L14567203,Aituy--Humedal,2022-01-05 19:41,1.0,-42.8202303,-73.4825961,True,False,False,S101417507,
dabcin1,Churrete patagónico,Cinclodes patagonicus,L14567203,Aituy--Humedal,2022-01-05 19:41,9.0,-42.8202303,-73.4825961,True,False,False,S101417507,
pasfin1,Cometocino patagónico,Phrygilus patagonicus,L14567203,Aituy--Humedal,2022-01-05 19:41,1.0,-42.8202303,-73.4825961,True,False,False,S101417507,
magtap1,Churrín del sur,Scytalopus magellanicus,L9676677,Laguna Las Perdices,2022-01-05 19:30,1.0,-45.5496703,-71.8409729,True,False,False,S100390088,
turvul,Jote de cabeza colorada,Cathartes aura,L16687514,Parque Canelo-Canelillo,2022-01-05 19:29,1.0,-33.3671043,-71.6932106,True,False,False,S100192882,
dustap1,Churrín del norte,Scytalopus fuscus,L16687514,Parque Canelo-Canelillo,2022-01-05 19:29,1.0,-33.3671043,-71.6932106,True,False,False,S100192882,
gyhsif1,Cometocino de Gay,Phrygilus gayi,L16687514,Parque Canelo-Canelillo,2022-01-05 19:29,4.0,-33.3671043,-71.6932106,True,False,False,S100192882,
greyel,Pitotoy grande,Tringa melanoleuca,L17338611,"Los Mañios, Cululil, Los Lagos, CL (-41.579, -73.673)",2022-01-05 19:23,1.0,-41.5794863,-73.6732067,True,False,True,S100192252,
rudtur,Playero vuelvepiedras,Arenaria interpres,L17338611,"Los Mañios, Cululil, Los Lagos, CL (-41.579, -73.673)",2022-01-05 19:23,1.0,-41.5794863,-73.6732067,True,False,True,S100192252,
blkski,Rayador,Rynchops niger,L17338611,"Los Mañios, Cululil, Los Lagos, CL (-41.579, -73.673)",2022-01-05 19:23,45.0,-41.5794863,-73.6732067,True,False,True,S100192252,
blaoys1,Pilpilén negro,Haematopus ater,L16872547,Quebrada de Vitor--Mirador,2022-01-05 18:53,2.0,-18.7483186,-70.3376484,True,False,False,S100544207,
belgul,Gaviota peruana,Larus belcheri,L16872547,Quebrada de Vitor--Mirador,2022-01-05 18:53,2.0,-18.7483186,-70.3376484,True,False,False,S100544207,
perboo1,Piquero de Humboldt,Sula variegata,L16872547,Quebrada de Vitor--Mirador,2022-01-05 18:53,67.0,-18.7483186,-70.3376484,True,False,False,S100544207,
seacin1,Churrete costero,Cinclodes nigrofumosus,L16872547,Quebrada de Vitor--Mirador,2022-01-05 18:53,2.0,-18.7483186,-70.3376484,True,False,False,S100544207,
lotmea1,Loica común,Leistes loyca,L17338249,"Vía sin nombre, Maullín, Los Lagos, CL (-41.537, -73.693)",2022-01-05 18:51,1.0,-41.537314,-73.6933562,True,False,True,S100190095,
humpen1,Pingüino de Humboldt,Spheniscus humboldti,L4612317,SN Islote Peña Blanca y Punta Peña Blanca,2022-01-05 18:49,16.0,-33.3652841,-71.6935855,True,False,False,S100192889,
relcor1,Lile,Poikilocarbo gaimardi,L4612317,SN Islote Peña Blanca y Punta Peña Blanca,2022-01-05 18:49,40.0,-33.3652841,-71.6935855,True,False,False,S100192889,
guacor1,Guanay,Leucocarbo bougainvilliorum,L4612317,SN Islote Peña Blanca y Punta Peña Blanca,2022-01-05 18:49,1500.0,-33.3652841,-71.6935855,True,True,False,S100192889,
snoegr,Garza chica,Egretta thula,L4612317,SN Islote Peña Blanca y Punta Peña Blanca,2022-01-05 18:49,1.0,-33.3652841,-71.6935855,True,False,False,S100192889,
calqua,Codorniz,Callipepla californica,L16005254,Estero Zamorano--altura Los Guairavos,2022-01-05 18:45,4.0,-34.4454521,-71.0639623,True,False,False,S100428464,N
giahum1,Picaflor gigante,Patagona gigas,L15031331,Reforestación Parque Reverdecer Wilson,2022-01-05 18:38,,-33.0447563,-71.3412569,True,False,False,S100222357,
aupowl1,Chuncho austral,Glaucidium nana,L15031331,Reforestación Parque Reverdecer Wilson,2022-01-05 18:38,,-33.0447563,-71.3412569,True,False,False,S100222357,
strwoo6,Carpinterito,Dryobates lignarius,L15031331,Reforestación Parque Reverdecer Wilson,2022-01-05 18:38,,-33.0447563,-71.3412569,True,False,False,S100222357,
amekes,Cernícalo,Falco sparverius,L15031331,Reforestación Parque Reverdecer Wilson,2022-01-05 18:38,,-33.0447563,-71.3412569,True,False,False,S100222357,
pmtspi1,Tijeral común,Leptasthenura aegithaloides,L15031331,Reforestación Parque Reverdecer Wilson,2022-01-05 18:38,,-33.0447563,-71.3412569,True,False,False,S100222357,
gresht1,Mero grande,Agriornis lividus,L15031331,Reforestación Parque Reverdecer Wilson,2022-01-05 18:38,1.0,-33.0447563,-71.3412569,True,False,False,S100222357,
perfal,Halcón peregrino,Falco peregrinus,L11298794,Plaza Alcaldesa,2022-01-05 18:26,1.0,-33.5656608,-70.5891088,True,False,False,S100198575,
sheowl,Nuco,Asio flammeus,L8396161,Zona franca,2022-01-05 18:22,2.0,-53.1344697,-70.8674905,True,False,True,S100187521,
y00678,Traro,Caracara plancus,L8396161,Zona franca,2022-01-05 18:22,1.0,-53.1344697,-70.8674905,True,False,True,S100187521,
ruhgoo1,Canquén colorado,Chloephaga rubidiceps,L13469155,Laguna Los Calafates,2022-01-05 18:07,1.0,-52.6079483,-70.9938867,True,False,True,S100190394,
flystd1,Quetru volador,Tachyeres patachonicus,L13469155,Laguna Los Calafates,2022-01-05 18:07,1.0,-52.6079483,-70.9938867,True,False,True,S100190394,
regcoo1,Tagua común,Fulica armillata,L13469155,Laguna Los Calafates,2022-01-05 18:07,5.0,-52.6079483,-70.9938867,True,False,True,S100190394,
whrsan,Playero de lomo blanco,Calidris fuscicollis,L13469155,Laguna Los Calafates,2022-01-05 18:07,4.0,-52.6079483,-70.9938867,True,False,True,S100190394,
ausneg1,Colegial austral,Lessonia rufa,L13469155,Laguna Los Calafates,2022-01-05 18:07,2.0,-52.6079483,-70.9938867,True,False,True,S100190394,
chitin1,Perdiz chilena,Nothoprocta perdicaria,L25306887,"Vega Del Tigre, Fundo Las Vertientes Tacamó",2022-01-05 18:02,1.0,-40.6237665,-73.0663626,True,False,True,S100845383,
grbfir1,Picaflor chico,Sephanoides sephaniodes,L25306887,"Vega Del Tigre, Fundo Las Vertientes Tacamó",2022-01-05 18:02,1.0,-40.6237665,-73.0663626,True,False,True,S100845383,
chifli1,Pitío austral,Colaptes pitius,L25306887,"Vega Del Tigre, Fundo Las Vertientes Tacamó",2022-01-05 18:02,2.0,-40.6237665,-73.0663626,True,False,True,S100845383,
ocftap1,Churrín de la Mocha,Eugralla paradoxa,L25306887,"Vega Del Tigre, Fundo Las Vertientes Tacamó",2022-01-05 18:02,2.0,-40.6237665,-73.0663626,True,False,True,S100845383,
demwir1,Colilarga,Sylviorthorhynchus desmursii,L25306887,"Vega Del Tigre, Fundo Las Vertientes Tacamó",2022-01-05 18:02,4.0,-40.6237665,-73.0663626,True,False,True,S100845383,
sedwre,Chercán de las vegas,Cistothorus platensis,L25306887,"Vega Del Tigre, Fundo Las Vertientes Tacamó",2022-01-05 18:02,2.0,-40.6237665,-73.0663626,True,False,True,S100845383,
mallar3,Pato de collar,Anas platyrhynchos,L17358244,"1227 Avenida Philippi, Frutillar Bajo, Los Lagos, CL (-41,141, -73,025)",2022-01-05 18:00,1.0,-41.1413356,-73.0248855,True,True,True,S100306761,X
refcoo1,Tagua de frente roja,Fulica rufifrons,L791057,Estero El Culebrón--Desembocadura,2022-01-05 18:00,3.0,-29.9617015,-71.3218206,True,False,False,S100200024,
bknsti,Perrito,Himantopus mexicanus,L791057,Estero El Culebrón--Desembocadura,2022-01-05 18:00,3.0,-29.9617015,-71.3218206,True,False,False,S100200024,
silgre1,Blanquillo,Podiceps occipitalis,L17358244,"1227 Avenida Philippi, Frutillar Bajo, Los Lagos, CL (-41,141, -73,025)",2022-01-05 18:00,2.0,-41.1413356,-73.0248855,True,False,True,S100306761,
whfibi,Cuervo de pantano común,Plegadis chihi,L791057,Estero El Culebrón--Desembocadura,2022-01-05 18:00,6.0,-29.9617015,-71.3218206,True,False,False,S100200024,
categr1,Garza bueyera,Ardea ibis,L791057,Estero El Culebrón--Desembocadura,2022-01-05 18:00,20.0,-29.9617015,-71.3218206,True,False,False,S100200024,
hrshaw,Peuco,Parabuteo unicinctus,L3914417,Parque Uruguay,2022-01-05 18:00,1.0,-33.4220439,-70.6155213,True,False,False,S100186370,
cintea,Pato colorado,Spatula cyanoptera,L793367,SN Humedal Río Copiapó--Desembocadura,2022-01-05 17:40,3.0,-27.3177895,-70.9263611,True,False,False,S100502365,
comgal1,Tagüita del norte,Gallinula galeata,L793367,SN Humedal Río Copiapó--Desembocadura,2022-01-05 17:40,2.0,-27.3177895,-70.9263611,True,False,False,S100502365,
gregre1,Huala,Podiceps major,L793367,SN Humedal Río Copiapó--Desembocadura,2022-01-05 17:40,3.0,-27.3177895,-70.9263611,True,False,False,S100502365,
wrlrus1,Trabajador,Phleocryptes melanops,L793367,SN Humedal Río Copiapó--Desembocadura,2022-01-05 17:40,2.0,-27.3177895,-70.9263611,True,False,False,S100502365,
barswa,Golondrina bermeja,Hirundo rustica,L793367,SN Humedal Río Copiapó--Desembocadura,2022-01-05 17:40,4.0,-27.3177895,-70.9263611,True,False,False,S100502365,
lakduc1,Pato rana de pico delgado,Oxyura vittata,L2467780,PN Torres del Paine--Laguna Paso de la Muerte,2022-01-05 17:37,1.0,-51.0480853,-72.9240704,True,False,False,S101584853,
soater1,Gaviotín sudamericano,Sterna hirundinacea,L2467780,PN Torres del Paine--Laguna Paso de la Muerte,2022-01-05 17:37,1.0,-51.0480853,-72.9240704,True,False,False,S101584853,
whtgre3,Pimpollo común,Rollandia rolland,L2467780,PN Torres del Paine--Laguna Paso de la Muerte,2022-01-05 17:37,2.0,-51.0480853,-72.9240704,True,False,False,S101584853,
bichaw4,Peuquito,Astur chilensis,L17342128,"la peninsula, hacienda los aromos",2022-01-05 17:30,1.0,-32.9588039,-71.392849,True,False,True,S100212922,
wepdov1,Paloma de alas blancas,Zenaida meloda,L717769,Antofagasta--Caleta,2022-01-05 17:02,3.0,-23.6419983,-70.3983092,True,False,False,S100182459,
oashum1,Picaflor del norte,Rhodopis vesper,L3450129,Caldera,2022-01-05 17:01,1.0,-27.0669028,-70.8221036,True,False,False,S100939070,
aplfal,Halcón perdiguero,Falco femoralis,L17336736,"Camino Vecinal Jovita, Puerto Montt, Los Lagos, CL (-41.477, -72.883)",2022-01-05 16:40,1.0,-41.4771121,-72.8830993,True,False,True,S100181147,
whttre2,Comesebo grande,Pygarrhichas albogularis,L10300651,SN San Juan de Piche--Quebrada de Panamá,2022-01-05 16:17,1.0,-33.9104012,-71.0583032,True,False,False,S100179879,
pcttyr1,Cachudito de cresta blanca,Anairetes reguloides,L2341824,Affasel de Taltape,2022-01-05 16:10,3.0,-19.0031301,-69.8229218,True,False,False,S100183599,
verfly,Saca-tu-real,Pyrocephalus rubinus,L2341824,Affasel de Taltape,2022-01-05 16:10,1.0,-19.0031301,-69.8229218,True,False,False,S100183599,
chithr1,Zorzal negro,Turdus chiguanco,L2341824,Affasel de Taltape,2022-01-05 16:10,1.0,-19.0031301,-69.8229218,True,True,False,S100183599,
cincon1,Comesebo chico,Conirostrum cinereum,L2341824,Affasel de Taltape,2022-01-05 16:10,2.0,-19.0031301,-69.8229218,True,False,False,S100183599,
slbfin3,Pizarrita,Xenospingus concolor,L17337781,"A-345, Camarones, Arica y Parinacota, CL (-19.005, -69.857)",2022-01-05 16:01,1.0,-19.0045725,-69.8574022,True,False,True,S100187190,
lesrhe2,Suri/Ñandú,Rhea pennata,L1030742,PN Torres del Paine--Laguna Los Juncos,2022-01-05 15:54,1.0,-51.0273604,-72.7756906,True,False,False,S101154838,
ausrai1,Pidén austral,Rallus antarcticus,L1030742,PN Torres del Paine--Laguna Los Juncos,2022-01-05 15:54,2.0,-51.0273604,-72.7756906,True,False,False,S101154838,
cinhar1,Vari ceniciento,Circus cinereus,L1030742,PN Torres del Paine--Laguna Los Juncos,2022-01-05 15:54,2.0,-51.0273604,-72.7756906,True,False,False,S101154838,
crgdov1,Tortolita quiguagua,Columbina cruziana,L10406548,Parque Brasil,2022-01-05 14:13,1.0,-18.4739818,-70.3161478,True,False,False,S100171966,
whcpin,Pato gargantillo,Anas bahamensis,L516158,Embalse El Yeso,2022-01-05 14:09,1.0,-33.6474929,-70.0670242,True,False,False,S100217544,
bwgdov1,Tortolita cordillerana,Metriopelia melanoptera,L516158,Embalse El Yeso,2022-01-05 14:09,2.0,-33.6474929,-70.0670242,True,False,False,S100217544,
rubmin1,Minero cordillerano,Geositta rufipennis,L516158,Embalse El Yeso,2022-01-05 14:09,3.0,-33.6474929,-70.0670242,True,False,False,S100217544,
plsfin1,Pájaro plomo,Geospizopsis unicolor,L516158,Embalse El Yeso,2022-01-05 14:09,1.0,-33.6474929,-70.0670242,True,False,False,S100217544,
magwoo1,Carpintero negro,Campephilus magellanicus,L2389061,PN Conguillío--Sendero Los Carpinteros,2022-01-05 14:00,6.0,-38.6384614,-71.6808987,True,True,False,S102243718,
spwpig3,Paloma manchada,Patagioenas maculosa,L5903098,Valle del Río Camarones--Camarones,2022-01-05 13:59,5.0,-19.0077761,-69.8589975,True,False,False,S100178815,
banswa,Golondrina barranquera,Riparia riparia,L5903098,Valle del Río Camarones--Camarones,2022-01-05 13:59,1.0,-19.0077761,-69.8589975,True,False,False,S100178815,
permea1,Loica peruana,Leistes bellicosus,L5903098,Valle del Río Camarones--Camarones,2022-01-05 13:59,2.0,-19.0077761,-69.8589975,True,False,False,S100178815,
blnswa2,Cisne de cuello negro,Cygnus melancoryphus,L8284561,Universidad Austral de Chile--Arboretum,2022-01-05 13:41,8.0,-39.7997296,-73.2593372,True,False,False,S100413169,
incter1,Gaviotín monja,Larosterna inca,L11305810,Reñaca--Playa Cochoa,2022-01-05 13:37,,-32.9557089,-71.5479952,True,False,False,S102645260,
cocher1,Garza cuca,Ardea cocoi,L17392572,peleco,2022-01-05 13:00,1.0,-37.8828306,-73.3587813,True,False,True,S100508582,
torduc1,Pato cortacorrientes,Merganetta armata,L3568067,PN Torres del Paine--Refugio Chileno,2022-01-05 12:56,2.0,-50.9572238,-72.9107532,True,False,False,S108483250,
magpen1,Pingüino de Magallanes,Spheniscus magellanicus,L572316,Pargua,2022-01-05 12:54,2.0,-41.796528,-73.4660912,True,False,False,S100168077,
pibgre,Picurio,Podilymbus podiceps,L6148496,Panguipulli--Humedal,2022-01-05 12:50,1.0,-39.6448746,-72.3257231,True,False,False,S100191964,
slbpar1,Choroy,Enicognathus leptorhynchus,L17334552,Parque Saval Lagunas,2022-01-05 11:54,2.0,-39.8028379,-73.2576737,True,False,True,S100167646,
blhduc1,Pato rinconero,Heteronetta atricapilla,L551450,SN Laguna El Peral,2022-01-05 11:45,1.0,-33.5052153,-71.607154,True,False,False,S106435820,
mcrtyr1,Siete colores,Tachuris rubrigastra,L551450,SN Laguna El Peral,2022-01-05 11:45,4.0,-33.5052153,-71.607154,True,False,False,S106435820,
bcbeag1,Águila,Geranoaetus melanoleucus,L17333406,Mi house,2022-01-05 11:34,1.0,-33.492775,-70.611967,True,True,True,S100160732,
burowl,Pequén,Athene cunicularia,L17430361,Camino el Trebol,2022-01-05 11:20,2.0,-33.5317716,-70.8297099,True,False,True,S100731778,
whwcoo1,Tagua chica,Fulica leucoptera,L15774912,Lago Panguipulli--Humedal de Coz-Coz,2022-01-05 11:10,1.0,-39.63049,-72.2334124,True,False,False,S100191236,
truter,Gaviotín piquerito,Sterna trudeaui,L3564510,Estero de Llico--Desembocadura,2022-01-05 11:08,5.0,-34.7544129,-72.0832515,True,False,False,S103842591,
whtkit,Bailarín,Elanus leucurus,L807764,Las Quemas Altas,2022-01-05 11:05,1.0,-40.6284479,-73.117919,True,False,False,S100161580,
tatdot1,Chorlo de campo,Oreopholus ruficollis,L17333600,"C-486, Vallenar, Atacama, CL (-28.638, -70.877)",2022-01-05 11:00,1.0,-28.6379912,-70.8767143,True,False,True,S100162047,
blkrai,Pidencito,Laterallus jamaicensis,L13597216,SN Humedal Río Maipo--Pajonal y lagunas estacionales,2022-01-05 10:57,2.0,-33.6255746,-71.6253229,True,True,False,S107270930,
bkbplo,Chorlo ártico,Pluvialis squatarola,L13597216,SN Humedal Río Maipo--Pajonal y lagunas estacionales,2022-01-05 10:57,5.0,-33.6255746,-71.6253229,True,False,False,S107270930,
semplo,Chorlo semipalmado,Charadrius semipalmatus,L13597216,SN Humedal Río Maipo--Pajonal y lagunas estacionales,2022-01-05 10:57,12.0,-33.6255746,-71.6253229,True,False,False,S107270930,
colplo1,Chorlo de collar,Anarhynchus collaris,L13597216,SN Humedal Río Maipo--Pajonal y lagunas estacionales,2022-01-05 10:57,5.0,-33.6255746,-71.6253229,True,False,False,S107270930,
redkno,Playero ártico,Calidris canutus,L13597216,SN Humedal Río Maipo--Pajonal y lagunas estacionales,2022-01-05 10:57,11.0,-33.6255746,-71.6253229,True,True,False,S107270930,
sander,Playero blanco,Calidris alba,L13597216,SN Humedal Río Maipo--Pajonal y lagunas estacionales,2022-01-05 10:57,200.0,-33.6255746,-71.6253229,True,False,False,S107270930,
semsan,Playero semipalmado,Calidris pusilla,L13597216,SN Humedal Río Maipo--Pajonal y lagunas estacionales,2022-01-05 10:57,20.0,-33.6255746,-71.6253229,True,False,False,S107270930,
dutcan1,Canastero chileno,Pseudasthenes humicola,L13597216,SN Humedal Río Maipo--Pajonal y lagunas estacionales,2022-01-05 10:57,2.0,-33.6255746,-71.6253229,True,False,False,S107270930,
ticdor1,Pájaro amarillo,Pseudocolopteryx citreola,L13597216,SN Humedal Río Maipo--Pajonal y lagunas estacionales,2022-01-05 10:57,2.0,-33.6255746,-71.6253229,True,True,False,S107270930,
ashgoo1,Canquén común,Chloephaga poliocephala,L17358351,"Laguna al sur laguna Cangrejo PN Patagonia, Aysén, CL (-47,196, -72,524)",2022-01-05 10:55,2.0,-47.1956687,-72.5237516,True,False,True,S100307433,
pifshe,Fardela blanca,Ardenna creatopus,L863888,Loanco,2022-01-05 10:30,300.0,-35.5835656,-72.6226759,True,False,False,S100287917,
sooshe,Fardela negra,Ardenna grisea,L863888,Loanco,2022-01-05 10:30,50.0,-35.5835656,-72.6226759,True,False,False,S100287917,
osprey,Águila pescadora,Pandion haliaetus,L4845492,Cerrillos de Tamaya--Embalse San Antonio,2022-01-05 10:07,1.0,-30.584681,-71.4056203,True,True,False,S100156868,
stbbit1,Huairavillo,Botaurus involucris,L1003469,Estero San Jerónimo--Desembocadura,2022-01-05 09:53,1.0,-33.3553642,-71.6547096,True,False,False,S107224737,
snoplo5,Chorlo nevado,Anarhynchus nivosus,L11658247,"Avenida Costanera del Mar, Cartagena, Valparaíso, CL (-33,535, -71,604)",2022-01-05 09:52,2.0,-33.535307,-71.6041131,True,False,True,S100159432,
moutur1,Turca,Pteroptochos megapodius,L17637008,"San José del Peumal, Algarrobo CL-Valparaíso -33.35592, -71.63926",2022-01-05 09:48,2.0,-33.355919,-71.639257,True,False,True,S101980467,
whttap1,Tapaculo,Scelorchilus albicollis,L17637008,"San José del Peumal, Algarrobo CL-Valparaíso -33.35592, -71.63926",2022-01-05 09:48,2.0,-33.355919,-71.639257,True,False,True,S101980467,
gyfcin1,Churrete chico,Cinclodes oustaleti,L17358382,"Laguna Elefantita, PN Patagonia, Aysén, CL (-47,184, -72,497)",2022-01-05 09:22,2.0,-47.1840978,-72.4969791,True,False,True,S100307676,
speduc2,Pato anteojillo,Speculanas specularis,L17018702,Riberas Del Cautín Cajon,2022-01-05 09:20,1.0,-38.6847241,-72.5094669,True,False,True,S100179661,
btsfin1,Platero,Rhopospina alaudina,L3022960,Canal Pencahue--Talca Oeste,2022-01-05 08:50,5.0,-35.422589,-71.695447,True,False,False,S100211778,
andcon1,Cóndor,Vultur gryphus,L1030753,PN Torres del Paine--Lago Grey (sector sur),2022-01-05 08:46,1.0,-51.1165104,-73.122983,True,False,False,S101584897,
dafgrt1,Dormilona tontita,Muscisaxicola maclovianus,L1030753,PN Torres del Paine--Lago Grey (sector sur),2022-01-05 08:46,2.0,-51.1165104,-73.122983,True,False,False,S101584897,
bfgdov1,Tortolita boliviana,Metriopelia ceciliae,L9654017,Apthapi,2022-01-05 08:30,3.0,-18.1928694,-69.5488912,True,False,True,S100186101,
andhil3,Picaflor de la puna,Oreotrochilus estella,L9654017,Apthapi,2022-01-05 08:30,13.0,-18.1928694,-69.5488912,True,False,True,S100186101,
moupar2,Perico cordillerano,Psilopsiagon aurifrons,L9654017,Apthapi,2022-01-05 08:30,4.0,-18.1928694,-69.5488912,True,False,True,S100186101,
crbcan1,Canastero del norte,Asthenes dorbignyi,L9654017,Apthapi,2022-01-05 08:30,1.0,-18.1928694,-69.5488912,True,False,True,S100186101,
hoosis1,Jilguero peruano,Spinus magellanicus,L9654017,Apthapi,2022-01-05 08:30,3.0,-18.1928694,-69.5488912,True,False,True,S100186101,
baytan3,Naranjero,Rauenia bonariensis,L9654017,Apthapi,2022-01-05 08:30,3.0,-18.1928694,-69.5488912,True,False,True,S100186101,
bhsfin1,Cometocino del norte,Phrygilus atriceps,L9654017,Apthapi,2022-01-05 08:30,2.0,-18.1928694,-69.5488912,True,False,True,S100186101,
absfin1,Plebeyo,Geospizopsis plebejus,L9654017,Apthapi,2022-01-05 08:30,3.0,-18.1928694,-69.5488912,True,False,True,S100186101,
batsee1,Semillero,Catamenia analis,L9654017,Apthapi,2022-01-05 08:30,1.0,-18.1928694,-69.5488912,True,False,True,S100186101,
andgoo1,Piuquén,Oressochen melanopterus,L693463,Machuca,2022-01-05 08:11,23.0,-22.5996494,-68.0657423,True,False,False,S100160840,
puntea1,Pato puna,Spatula puna,L693463,Machuca,2022-01-05 08:11,4.0,-22.5996494,-68.0657423,True,False,False,S100160840,
horcoo1,Tagua cornuda,Fulica cornuta,L693463,Machuca,2022-01-05 08:11,1.0,-22.5996494,-68.0657423,True,False,False,S100160840,
giacoo1,Tagua gigante,Fulica gigantea,L693463,Machuca,2022-01-05 08:11,1.0,-22.5996494,-68.0657423,True,False,False,S100160840,
andavo1,Caití,Recurvirostra andina,L693463,Machuca,2022-01-05 08:11,5.0,-22.5996494,-68.0657423,True,False,False,S100160840,
gybsee1,Perdicita cojón,Thinocorus orbignyianus,L693463,Machuca,2022-01-05 08:11,2.0,-22.5996494,-68.0657423,True,False,False,S100160840,
andgul1,Gaviota andina,Chroicocephalus serranus,L693463,Machuca,2022-01-05 08:11,20.0,-22.5996494,-68.0657423,True,False,False,S100160840,
andfla2,Parina grande,Phoenicoparrus andinus,L693463,Machuca,2022-01-05 08:11,150.0,-22.5996494,-68.0657423,True,False,False,S100160840,
punibi1,Cuervo de pantano de la puna,Plegadis ridgwayi,L693463,Machuca,2022-01-05 08:11,2.0,-22.5996494,-68.0657423,True,False,False,S100160840,
stbear2,Bandurrilla de pico recto,Ochetorhynchus ruficaudus,L693463,Machuca,2022-01-05 08:11,1.0,-22.5996494,-68.0657423,True,False,False,S100160840,
crwcin1,Churrete de alas cremas,Cinclodes albiventris,L693463,Machuca,2022-01-05 08:11,5.0,-22.5996494,-68.0657423,True,False,False,S100160840,
corcan1,Canastero chico,Asthenes modesta,L693463,Machuca,2022-01-05 08:11,1.0,-22.5996494,-68.0657423,True,False,False,S100160840,
andneg1,Colegial del norte,Lessonia oreas,L693463,Machuca,2022-01-05 08:11,3.0,-22.5996494,-68.0657423,True,False,False,S100160840,
rngtyr1,Dormilona de nuca rojiza,Muscisaxicola rufivertex,L693463,Machuca,2022-01-05 08:11,2.0,-22.5996494,-68.0657423,True,False,False,S100160840,
blasis1,Jilguero negro,Spinus atratus,L693463,Machuca,2022-01-05 08:11,1.0,-22.5996494,-68.0657423,True,False,False,S100160840,
gryfin3,Chirihue verdoso,Sicalis olivascens,L693463,Machuca,2022-01-05 08:11,3.0,-22.5996494,-68.0657423,True,False,False,S100160840,
perter2,Gaviotín chico,Sternula lorata,L21624525,Guala-Guala,2022-01-05 08:00,1.0,-22.8191893,-70.3027491,True,True,True,S122937040,
scrcow1,Mirlo de pico corto,Molothrus rufoaxillaris,L17727581,CL - Santa Ines Farm,2022-01-05 08:00,4.0,-35.3241096,-71.3096784,True,True,True,S102533457,
saffin,Chirihue azafrán,Sicalis flaveola,L12464660,Purén--Pueblo,2022-01-05 07:55,3.0,-38.0321988,-73.0711938,True,False,False,S100178902,
